cveId,dateReported,vulnerabilityType,language,fixes,severity,component
CVE-2017-13077,2017-10-17,Elevation of Privilege Vulnerability,c,"[{'commitId': 'c66556ca2473620df9751e73eb97ec50a40ffd3e', 'patchUrl': 'https://android.googlesource.com/platform/external/wpa_supplicant_8/+/c66556ca2473620df9751e73eb97ec50a40ffd3e'}]",High,System
CVE-2021-0307,2021-01-11,Elevation of Privilege Vulnerability,java,"[{'commitId': 'a8a90255d43845e307b6d133c710b802dbece622', 'patchUrl': 'https://android.googlesource.com/platform/cts/+/a8a90255d43845e307b6d133c710b802dbece622'}, {'commitId': 'a9f825922e1870575aeab11a2035903c217233c9', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/a9f825922e1870575aeab11a2035903c217233c9'}]",High,Framework
CVE-2017-0554,2016-12-20,Elevation of Privilege Vulnerability,java,"[{'commitId': 'aeb795ef2290af1a0e4b14909363bc574e6b3ee7', 'patchUrl': 'https://android.googlesource.com/platform/packages/services/Telephony/+/aeb795ef2290af1a0e4b14909363bc574e6b3ee7'}, {'commitId': '3294256ba5b9e2ba2d8619d617e3d900e5386564', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/3294256ba5b9e2ba2d8619d617e3d900e5386564'}]",Moderate,Telephony
CVE-2017-0411,2016-11-21,Elevation of Privilege Vulnerability,java,"[{'commitId': '203725e4d58e16334d84998c1483c374f541ed9f', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/203725e4d58e16334d84998c1483c374f541ed9f'}, {'commitId': '31a06019d13d7b00ca35fc8512191c643acb8e84', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/31a06019d13d7b00ca35fc8512191c643acb8e84'}]",High,Framework APIs
CVE-2021-0487,2021-06-11,Elevation of Privilege Vulnerability,java,"[{'commitId': '8cddb2643dd823721ba5c897a089d06c56b50a60', 'patchUrl': 'https://android.googlesource.com/platform/packages/providers/CalendarProvider/+/8cddb2643dd823721ba5c897a089d06c56b50a60'}]",High,Framework
CVE-2017-0684,2017-07-06,Elevation of Privilege Vulnerability,c,"[{'commitId': 'c7c9271740c29c02e7926265ed53a44b8113dbfb', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/c7c9271740c29c02e7926265ed53a44b8113dbfb'}]",High,Media Framework
CVE-2017-0391,2016-10-20,Denial of Service Vulnerability,c,"[{'commitId': 'a33f6725d7e9f92330f995ce2dcf4faa33f6433f', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/a33f6725d7e9f92330f995ce2dcf4faa33f6433f'}, {'commitId': '14bc1678a80af5be7401cf750ab762ae8c75cc5a', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/14bc1678a80af5be7401cf750ab762ae8c75cc5a'}]",High,Mediaserver
CVE-2017-0542,2017-04-07,Remote Code Execution Vulnerability,c,"[{'commitId': '33ef7de9ddc8ea7eb9cbc440d1cf89957a0c267b', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/33ef7de9ddc8ea7eb9cbc440d1cf89957a0c267b'}]",Critical,Mediaserver
CVE-2021-28375,2021-03-15,Elevation of Privilege Vulnerability,c,"[{'commitId': '20c40794eb85ea29852d7bc37c55713802a543d6', 'patchUrl': 'https://android.googlesource.com/kernel/common/+/20c40794eb85ea29852d7bc37c55713802a543d6'}]",High,Kernel FastRPC
CVE-2020-0073,2020-04-17,Remote Code Execution Vulnerability,c,"[{'commitId': 'c67bf186efc538995740dcf667eaa39ab801157f', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/c67bf186efc538995740dcf667eaa39ab801157f'}]",Critical,System
CVE-2019-2199,2019-11-13,Elevation of Privilege Vulnerability,java,"[{'commitId': '270884373ddd2c8440e43c98286b1bc013418547', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/270884373ddd2c8440e43c98286b1bc013418547'}]",High,Framework
CVE-2021-0311,2021-01-11,Information Disclosure Vulnerability,c,"[{'commitId': '8ea3bdb5ef11dad8e11a2c2cad34e91ad11657d0', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/8ea3bdb5ef11dad8e11a2c2cad34e91ad11657d0'}]",High,Media Framework
CVE-2015-9004,2016-11-23,Elevation of Privilege Vulnerability,c,"[{'commitId': ['c3c87e770458aa004bd7ed3f29945ff436fd6511'], 'patchUrl': 'https://git.kernel.org/pub/scm/linux/kernel/git/stable/linux-stable.git/commit/?id=c3c87e770458aa004bd7ed3f29945ff436fd6511'}]",High,kernel performance subsystem
CVE-2019-2033,2019-04-19,Elevation of Privilege Vulnerability,c,"[{'commitId': '8d67a8b1a1a03922e5ecdfdb8c8c5da6b972ce40', 'patchUrl': 'https://android.googlesource.com/platform/system/netd/+/8d67a8b1a1a03922e5ecdfdb8c8c5da6b972ce40'}, {'commitId': '04ba32f1a4754bf857926ce3a9e4f9e4159b3187', 'patchUrl': 'https://android.googlesource.com/platform/system/netd/+/04ba32f1a4754bf857926ce3a9e4f9e4159b3187'}]",High,System
CVE-2017-0811,2017-10-04,Remote Code Execution Vulnerability,c,"[{'commitId': '25c0ffbe6a181b4a373c3c9b421ea449d457e6ed', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/25c0ffbe6a181b4a373c3c9b421ea449d457e6ed'}]",Critical,Media Framework
CVE-2021-0604,2021-07-14,Information Disclosure Vulnerability,java,"[{'commitId': 'caf10da52ea7ce198c9e880833b2c2c408f7c740', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Bluetooth/+/caf10da52ea7ce198c9e880833b2c2c408f7c740'}]",High,System
CVE-2019-2176,2019-09-05,Remote Code Execution Vulnerability,c,"[{'commitId': '61646846b3c26789d0cc5d2a18b58ed8e94cd58a', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/61646846b3c26789d0cc5d2a18b58ed8e94cd58a'}]",Critical,Media Framework
CVE-2017-0407,2016-11-12,Remote Code Execution Vulnerability,unknown,"[{'commitId': '7546c106004910a4583b2d7d03c6498ecf383da7', 'patchUrl': 'https://android.googlesource.com/platform/external/libhevc/+/7546c106004910a4583b2d7d03c6498ecf383da7'}]",Critical,Mediaserver
CVE-2018-9458,2018-11-06,Elevation of Privilege Vulnerability,java,"[{'commitId': 'c4f66f4f607654611b2227827123e016c57a5729', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/c4f66f4f607654611b2227827123e016c57a5729'}]",High,Framework
CVE-2016-2426,2015-12-08,Information Disclosure Vulnerability,java,"[{'commitId': '63363af721650e426db5b0bdfb8b2d4fe36abdb0', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/63363af721650e426db5b0bdfb8b2d4fe36abdb0'}]",Moderate,Framework
CVE-2017-0779,2017-09-08,Information Disclosure Vulnerability,c,"[{'commitId': 'ff4c8310ab7976ea9930b1dc4e3383720d5b5a8d', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/ff4c8310ab7976ea9930b1dc4e3383720d5b5a8d'}, {'commitId': 'b58464fa783c75ba9d304f670a4392df6fa98ed8', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/b58464fa783c75ba9d304f670a4392df6fa98ed8'}]",Moderate,Media Framework
CVE-2020-0248,2020-08-11,Information Disclosure Vulnerability,java,"[{'commitId': 'c4d6e387984e09e86a58e6485555a2d651f0481f', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/c4d6e387984e09e86a58e6485555a2d651f0481f'}]",High,System
CVE-2019-2208,2019-11-13,Information Disclosure Vulnerability,c,"[{'commitId': '27798e9cc15435ca3e70df3ac4a201452ad08736', 'patchUrl': 'https://android.googlesource.com/platform/external/v8/+/27798e9cc15435ca3e70df3ac4a201452ad08736'}]",High,System
CVE-2019-1998,2019-02-28,Denial of Service Vulnerability,c,"[{'commitId': '877a6e05bb08353a4f806ad4d3c9cf6f1c3fb097', 'patchUrl': 'https://android.googlesource.com/platform/external/nos/host/android/+/877a6e05bb08353a4f806ad4d3c9cf6f1c3fb097'}, {'commitId': 'f8feed620bd607427ded702cce91bb0eb749bc6a', 'patchUrl': 'https://android.googlesource.com/platform/system/security/+/f8feed620bd607427ded702cce91bb0eb749bc6a'}]",High,System
CVE-2020-0024,2020-05-14,Elevation of Privilege Vulnerability,java,"[{'commitId': '3c6a3011fa797bc00e5246b04e961847c0e60a1c', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/3c6a3011fa797bc00e5246b04e961847c0e60a1c'}, {'commitId': 'abe9cee25ecda73b84c6baad1fa631bf3a47572b', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/abe9cee25ecda73b84c6baad1fa631bf3a47572b'}]",High,System
CVE-2019-2121,2019-08-20,Elevation of Privilege Vulnerability,java,"[{'commitId': '1c2fcd62ec9162ecc12700493ee1e8182aa71896', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/1c2fcd62ec9162ecc12700493ee1e8182aa71896'}]",High,Framework
CVE-2020-0116,2020-06-10,Information Disclosure Vulnerability,java,"[{'commitId': '4bf1986a323ed8bdff7934a0f9df60e06c8745f6', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/4bf1986a323ed8bdff7934a0f9df60e06c8745f6'}]",High,System
CVE-2018-9478,,Elevation of Privilege Vulnerability,c,"[{'commitId': '68688194eade113ad31687a730e8d4102ada58d5', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/68688194eade113ad31687a730e8d4102ada58d5'}]",Critical,System
CVE-2016-3885,2016-06-21,Elevation of Privilege Vulnerability,c,"[{'commitId': 'd7603583f90c2bc6074a4ee2886bd28082d7c65b', 'patchUrl': 'https://android.googlesource.com/platform/system/core/+/d7603583f90c2bc6074a4ee2886bd28082d7c65b'}]",Moderate,Debuggerd
CVE-2018-9497,2018-10-02,Remote Code Execution Vulnerability,c,"[{'commitId': 'bef16671c891e16f25a7b174bc528eea109357be', 'patchUrl': 'https://android.googlesource.com/platform/external/libmpeg2/+/bef16671c891e16f25a7b174bc528eea109357be'}]",Critical,Media Framework
CVE-2021-0331,2021-02-10,Elevation of Privilege Vulnerability,java,"[{'commitId': '8cef97cb2bb8a728e5f70644accad1a3306c6d38', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/8cef97cb2bb8a728e5f70644accad1a3306c6d38'}]",High,System
CVE-2019-2013,2019-06-19,Elevation of Privilege Vulnerability,c,"[{'commitId': '93610849229c5efed04d92ca71656561f72f0d79', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/93610849229c5efed04d92ca71656561f72f0d79'}]",High,System
CVE-2017-0831,2017-11-16,Elevation of Privilege Vulnerability,java,"[{'commitId': 'c510ecb3ec0eeca5425f5bc96fae80ea56f85be6', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/c510ecb3ec0eeca5425f5bc96fae80ea56f85be6'}, {'commitId': '94c52029653426846c50c639e7f6b5404cedd472', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/Settings/+/94c52029653426846c50c639e7f6b5404cedd472'}]",High,Framework
CVE-2016-3755,2016-04-29,Denial of Service Vulnerability,c,"[{'commitId': 'd4841f1161bdb5e13cb19e81af42437a634dd6ef', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/d4841f1161bdb5e13cb19e81af42437a634dd6ef'}]",High,Mediaserver
CVE-2020-0395,2020-09-17,Information Disclosure Vulnerability,java,"[{'commitId': '0126084de146b51a842d7604cddb3303f46cade7', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/opt/telephony/+/0126084de146b51a842d7604cddb3303f46cade7'}, {'commitId': '11c41d321d0c2dc3631f37d2f8f3ebc745f454d2', 'patchUrl': 'https://android.googlesource.com/platform/packages/services/Telephony/+/11c41d321d0c2dc3631f37d2f8f3ebc745f454d2'}]",High,Framework
CVE-2016-2451,2016-03-10,Elevation of Privilege Vulnerability,c,"[{'commitId': 'f9ed2fe6d61259e779a37d4c2d7edb33a1c1f8ba', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/f9ed2fe6d61259e779a37d4c2d7edb33a1c1f8ba'}]",High,Mediaserver
CVE-2018-9585,2019-02-11,Elevation of Privilege Vulnerability,c,"[{'commitId': '71764b791f262491e3f628c14ce3949863dd6058', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/71764b791f262491e3f628c14ce3949863dd6058'}]",High,System
CVE-2015-3868,2015-08-06,Remote Code Execution Vulnerability,c,"[{'commitId': '937c6bedd4b6e5c6cb29a238eb459047dedd3486', 'patchUrl': 'https://android.googlesource.com/platform%2Fframeworks%2Fav/+/937c6bedd4b6e5c6cb29a238eb459047dedd3486'}]",Critical,libstagefright
CVE-2017-0470,2016-12-21,Remote Code Execution Vulnerability,c,"[{'commitId': '6aac82003d665708b4e21e9b91693b642e2fa64f', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/6aac82003d665708b4e21e9b91693b642e2fa64f'}]",Critical,Mediaserver
CVE-2017-13153,2017-12-06,Elevation of Privilege Vulnerability,c,"[{'commitId': '969f2c97f04a0570a23d4d94b6f0a0642d2224cb', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/969f2c97f04a0570a23d4d94b6f0a0642d2224cb'}]",High,Media Framework
CVE-2019-2044,2019-05-08,Remote Code Execution Vulnerability,c,"[{'commitId': 'ea5aa166f8a0399cf1ab91b0dc864e01728e3888', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/ea5aa166f8a0399cf1ab91b0dc864e01728e3888'}]",Critical,Media Framework
CVE-2020-0454,2020-11-10,Information Disclosure Vulnerability,java,"[{'commitId': '5263e86850a0f8d91fa66eb491b6f9765a0291c7', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/5263e86850a0f8d91fa66eb491b6f9765a0291c7'}, {'commitId': '20491714c2ca0a8fd789220e9a8afba3701f5113', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/20491714c2ca0a8fd789220e9a8afba3701f5113'}]",High,Framework
CVE-2020-0004,2020-01-08,Denial of Service Vulnerability,java,"[{'commitId': '57fe3f92acf703001ed92e8b2e3c0d0cd79a6ce5', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/57fe3f92acf703001ed92e8b2e3c0d0cd79a6ce5'}]",High,Framework
CVE-2018-17182,2018-09-19,Elevation of Privilege Vulnerability,c,"[{'commitId': ['7a9cdebdcc17e426fb5287e4a82db1dfe86339b2'], 'patchUrl': 'https://git.kernel.org/pub/scm/linux/kernel/git/torvalds/linux.git/commit/?id=7a9cdebdcc17e426fb5287e4a82db1dfe86339b2'}]",High,Kernel Memory Manager
CVE-2019-9464,2019-12-06,Elevation of Privilege Vulnerability,java,"[{'commitId': '062b28f8b40e6ee8cf49bc36fa4b1e77eb2e6013', 'patchUrl': 'https://android.googlesource.com/platform/cts/+/062b28f8b40e6ee8cf49bc36fa4b1e77eb2e6013'}, {'commitId': 'a685d45c7818c406a02fbaed33ed397518019641', 'patchUrl': 'https://android.googlesource.com/platform/packages/providers/MediaProvider/+/a685d45c7818c406a02fbaed33ed397518019641'}, {'commitId': '45d233b0f17f45619767d66e56a376701efda99c', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/PackageInstaller/+/45d233b0f17f45619767d66e56a376701efda99c'}, {'commitId': '1ba03516d7a64bf1e2394de2ffe4db9c086f81de', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/1ba03516d7a64bf1e2394de2ffe4db9c086f81de'}]",High,Framework
CVE-2017-0759,2017-09-08,Remote Code Execution Vulnerability,c,"[{'commitId': '6c91acf543ea20281f7e3d83414fab3cc64f1938', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/6c91acf543ea20281f7e3d83414fab3cc64f1938'}]",Critical,Media Framework
CVE-2018-9356,2018-11-06,Remote Code Execution Vulnerability,c,"[{'commitId': 'd7d4d5686b2e3c37c7bf10a6a2adff1c95251a13', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/d7d4d5686b2e3c37c7bf10a6a2adff1c95251a13'}]",Critical,System
CVE-2019-2228,2019-12-06,Information Disclosure Vulnerability,unknown,"[{'commitId': '5fb2ccdf3347f61b570c8e340f90db5cd28b29bc', 'patchUrl': 'https://android.googlesource.com/platform/external/libcups/+/5fb2ccdf3347f61b570c8e340f90db5cd28b29bc'}, {'commitId': '5fb3126bb50ba958b473f09201bf70eee8659ada', 'patchUrl': 'https://android.googlesource.com/platform/packages/services/BuiltInPrintService/+/5fb3126bb50ba958b473f09201bf70eee8659ada'}]",High,System
CVE-2019-2117,2019-07-08,Information Disclosure Vulnerability,java,"[{'commitId': 'ea309b07ac2309671a4462c8b747f731b58c6d5b', 'patchUrl': 'https://android.googlesource.com/platform/packages/providers/TelephonyProvider/+/ea309b07ac2309671a4462c8b747f731b58c6d5b'}]",High,System
CVE-2017-0466,2016-11-25,Remote Code Execution Vulnerability,c,"[{'commitId': 'c4f152575bd6d8cc6db1f89806e2ba1fd1bb314f', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/c4f152575bd6d8cc6db1f89806e2ba1fd1bb314f'}, {'commitId': 'ec9ab83ac437d31f484a86643e2cc66db8efae4c', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/ec9ab83ac437d31f484a86643e2cc66db8efae4c'}]",Critical,Mediaserver
CVE-2018-9593,2019-02-11,Information Disclosure Vulnerability,c,"[{'commitId': '8bc53213110fed8360d3e212dd61fbc0218e0b1e', 'patchUrl': 'https://android.googlesource.com/platform/system/nfc/+/8bc53213110fed8360d3e212dd61fbc0218e0b1e'}]",High,System
CVE-2017-0489,2016-11-20,Elevation of Privilege Vulnerability,java,"[{'commitId': 'd22261fef84481651e12995062105239d551cbc6', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/d22261fef84481651e12995062105239d551cbc6'}]",Moderate,Location Manager
CVE-2020-0442,2020-11-10,Denial of Service Vulnerability,java,"[{'commitId': 'aaf6b40e1746db6189f6078dcd28d8f153a4cc50', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/aaf6b40e1746db6189f6078dcd28d8f153a4cc50'}]",Critical,Framework
CVE-2017-0870,2017-12-06,Elevation of Privilege Vulnerability,c,"[{'commitId': '22758c3312ada2cf9579c9c379875e3c7eb4b1f7', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/minikin/+/22758c3312ada2cf9579c9c379875e3c7eb4b1f7'}]",High,Framework
CVE-2019-2052,2019-05-08,Information Disclosure Vulnerability,c,"[{'commitId': 'f04f2b72c6656659274eacb51dd7558e19914f89', 'patchUrl': 'https://android.googlesource.com/platform/external/v8/+/f04f2b72c6656659274eacb51dd7558e19914f89'}]",High,System
CVE-2017-13283,2018-04-04,Remote Code Execution Vulnerability,c,"[{'commitId': 'e4ec79be45304f819c88c8dbf826d58b68f6c8f8', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/e4ec79be45304f819c88c8dbf826d58b68f6c8f8'}, {'commitId': 'ebc284cf3a59ee5cf7c06af88c2f3bcd0480e3e9', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/ebc284cf3a59ee5cf7c06af88c2f3bcd0480e3e9'}]",Critical,System
CVE-2018-9340,,Information Disclosure Vulnerability,c,"[{'commitId': '5a11d9bb5b55543c9b97d38da1a658c42b99a906', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/5a11d9bb5b55543c9b97d38da1a658c42b99a906'}]",High,Framework
CVE-2015-3829,2015-10-01,Remote Code Execution Vulnerability,c,"[{'commitId': '2674a7218eaa3c87f2ee26d26da5b9170e10f859', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/2674a7218eaa3c87f2ee26d26da5b9170e10f859'}]",Critical,libstagefright
CVE-2020-0100,2020-05-14,Information Disclosure Vulnerability,c,"[{'commitId': 'cf4c5675c2c7ab822ed1ff12350c78575153f3cb', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/av/+/cf4c5675c2c7ab822ed1ff12350c78575153f3cb'}]",High,Media Framework
CVE-2019-2005,2019-06-19,Elevation of Privilege Vulnerability,java,"[{'commitId': '6c613fd7499363b6b1d47cd8135b431c05ea67ba', 'patchUrl': 'https://android.googlesource.com/platform/packages/apps/PackageInstaller/+/6c613fd7499363b6b1d47cd8135b431c05ea67ba'}]",Moderate,Framework
CVE-2020-0415,2020-10-14,Information Disclosure Vulnerability,java,"[{'commitId': 'a95061ca2d4676bd8083baa7252785566fc3358f', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/a95061ca2d4676bd8083baa7252785566fc3358f'}]",High,System
CVE-2021-0327,2021-02-10,Elevation of Privilege Vulnerability,java,"[{'commitId': '69eaa90b0e4cc78fa2f518a50182bc9e4c9e87f3', 'patchUrl': 'https://android.googlesource.com/platform/frameworks/base/+/69eaa90b0e4cc78fa2f518a50182bc9e4c9e87f3'}]",High,Framework
CVE-2018-9481,,Information Disclosure Vulnerability,c,"[{'commitId': '75c22982624fb530bc1d57aba6c1e46e7881d6ba', 'patchUrl': 'https://android.googlesource.com/platform/system/bt/+/75c22982624fb530bc1d57aba6c1e46e7881d6ba'}]",High,System
CVE-2016-3743,2016-07-11,Remote Code Execution Vulnerability,c,"[{'commitId': 'ecf6c7ce6d5a22d52160698aab44fc234c63291a', 'patchUrl': 'https://android.googlesource.com/platform/external/libavc/+/ecf6c7ce6d5a22d52160698aab44fc234c63291a'}]",Critical,Mediaserver
